finding_id,priority,certainty,review_area,title,path,start_line,end_line,evidence,reproduction,recommendation,status,reviewer,verified_by
B020-002,P2,proven,process_safety,Analysis prompt contains edit retries and reversed Git status semantics,prompts/orchestrate-architecture-analysis.md,188,345,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-020/review-evidence.md,Run the safe reproduction documented for B020-002 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B020-002,verified,codex-root,codex-hypatia
B021-001,P2,proven,architecture,Severity rubric cannot classify general critical code defects,prompts/orchestrate-definitie-app-v2.md,84,91,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-021/review-evidence.md,Run the safe reproduction documented for B021-001 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B021-001,verified,codex-galileo,codex-kierkegaard
B021-002,P2,proven,coverage,Three critical areas lack the promised third reviewer,prompts/orchestrate-definitie-app-v2.md,17,2490,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-021/review-evidence.md,Run the safe reproduction documented for B021-002 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B021-002,verified,codex-galileo,codex-kierkegaard
B021-003,P3,proven,documentation,Porcelain staged and unstaged labels are reversed,prompts/orchestrate-definitie-app-v2.md,200,221,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-021/review-evidence.md,Run the safe reproduction documented for B021-003 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B021-003,verified,codex-galileo,codex-kierkegaard
B022-001,P3,proven,documentation,Analysis template contains invalid and conflicting consensus code,prompts/templates/TEMPLATE-deep-analysis.md,130,331,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-022/review-evidence.md,Run the safe reproduction documented for B022-001 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B022-001,verified,codex-galileo,codex-kierkegaard
B023-001,P1,proven,validation,Soft floor overrides failed critical acceptance gates,src/services/validation/modular_validation_service.py,644,694,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-001 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-001,verified,codex-hypatia,codex-root
B023-002,P1,proven,availability,Degraded validation fallback crashes on first use,src/services/validation/modular_validation_service.py,181,996,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-002 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-002,verified,codex-hypatia,codex-root
B023-003,P1,proven,validation,Category and domain context disappear from active validation,src/services/validation/modular_validation_service.py,348,1608,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-003 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-003,verified,codex-hypatia,codex-root
B023-004,P2,proven,configuration,Cleaning configuration flags have no effect,src/services/cleaning_service.py,23,176,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-004 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-004,verified,codex-hypatia,codex-root
B023-005,P2,proven,validation,Schema compliance helper accepts arbitrary shapes,src/services/validation/mappers.py,180,200,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-005 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-005,verified,codex-hypatia,codex-root
B023-006,P2,proven,confidentiality,Raw exception detail is returned to validation clients,src/services/validation/mappers.py,234,260,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-006 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-006,verified,codex-hypatia,codex-root
B023-007,P2,proven,api_contract,Public batch validation deadlocks and fails whole batches,src/services/validation/modular_validation_service.py,1697,1767,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-007 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-007,verified,codex-hypatia,codex-root
B023-008,P3,proven,error_handling,Context validator crashes after reporting invalid root types,src/services/validation/context_validator.py,82,263,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-008 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-008,verified,codex-hypatia,codex-root
B023-009,P3,proven,error_handling,Empty legal reference crashes ASTRA validation,src/services/validation/astra_validator.py,201,270,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-009 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-009,verified,codex-hypatia,codex-root
B023-010,P3,proven,integration,Concrete cleaning service is called with the wrong signature,src/services/validation/modular_validation_service.py,364,389,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-010 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-010,verified,codex-hypatia,codex-root
B023-011,P3,proven,validation,Fallback redundancy regex uses literal backslashes,src/services/validation/modular_validation_service.py,316,319,Independently reproduced line-range defect; full proof in batches/evidence/BATCH-023/review-evidence.md,Run the safe reproduction documented for B023-011 in the batch evidence dossier,Apply the concrete remediation and regression tests documented for B023-011,verified,codex-hypatia,codex-root
